cas_number,chemical_formula,hill_sorted_formula,preferred_name,aliases,iupac_name,common_name,userid,dtstamp,inchi,class
-1214057,C5H11O2,C5H11O2,(CH3)2C(&middot;)CH2CH2OOH,"2-methyl-4-hydroperoxybut-2-yl radical, 2-methyl-4-hydroperoxy-2-butyl radical","",(CH3)2C(&middot;)CH2CH2OOH,"{""Jeff Manion""}","{""2005-12-15 00:40:53""}",,
-1000065,C10H9,C10H9,alpha-hydronaphthalene radical,"","",alpha-hydronaphthalene radical,"{""Vadim Knyazev""}","{""2005-09-21 17:33:51""}",,
356535030,YC3H6,C3H6Y,Y(C3H6),"",1-Propeneyttrium,Y(C3H6),"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
356535041,YC3D4,C3D4Y,Y(C3D4),"",d4-1-Propyneyttrium,Y(C3D4),"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
356535052,YC3D6,C3D6Y,Y(C3D6),"",d6-1-Propeneyttrium,Y(C3D6),"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
408497950,AlH2CH,CH3Al,AlH2CH,Methylidynealuminum hydride,Dihydromethylidyne aluminum,AlH2CH,"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
443784336,Al2(CH3)4,C4H12Al2,Al2(CH3)4,"",Tetramethyl dialuminum,Al2(CH3)4,"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
-1000097,C5H8Cl,C5H8Cl,CH2ClCH=C(CH3)CH2&middot;,"","",CH2ClCH=C(CH3)CH2&middot;,"{""Vadim Knyazev""}","{""2005-09-22 17:59:53""}",,
-1000095,C5H8Cl,C5H8Cl,CH2=CHCCl(CH3)CH2&middot;,"","",CH2=CHCCl(CH3)CH2&middot;,"{""Vadim Knyazev""}","{""2005-09-22 18:00:03""}",,
443901813,Al2(CH3)4,C4H12Al2,(CH3)AlAl(CH3)3,"",Methyltrimethyl dialuminum,(CH3)AlAl(CH3)3,"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
-1000096,C5H8Cl,C5H8Cl,CH2=C(CH3)CHClCH2&middot;,"","",CH2=C(CH3)CHClCH2&middot;,"{""Vadim Knyazev""}","{""2005-09-22 18:00:14""}",,
1071734,C5H10O2,C5H10O2,5-Hydroxy-2-pentanone,"gamma-Acetopropanol; 3-Acetopropanol; gamma-Acetopropyl alcohol; 3-Acetylpropanol; 3-Acetyl-1-propanol; gamma-Acetylpropyl alcohol; 5-Hydroxy-2-pentanone; 4-Oxo-1-pentanol; 1-Pentanol-4-one; Acetopropyl alcohol; Propanol, 3-acetyl-","2-Pentanone, 5-hydroxy-",5-Hydroxy-2-pentanone,"{""Vadim Knyazev""}","{""2006-02-17 11:42:32""}",,
140456786,HN(NO2)2-NH3,H4N4O4,HN(NO2)2-NH3,SR12 ADN,Ammonium Dinitramide,ADN,"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
-26436,HC(O)OCH2OC2H5,C4H8O3,ethoxy methylformate,"","",ethoxy methylformate,"{""Dean Atkinson""}","{""2005-11-11 14:00:27""}",,
-1212052,C5H11O,C5H11O,2-pentoxy radical,"",2-pentoxy radical,CH3CH2CH2CH(O&middot)CH3,"{""Jeff Manion""}","{""2005-12-12 09:33:12""}",,
146895047,YC2H4,C2H4Y,YH(C2H3),"",Ethenylhydroyttrium,YH(C2H3),"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
-1000075,(HO)2PO,H2O3P,(HO)2PO,"","",(HO)2PO,"{""Vadim Knyazev""}","{""2005-09-22 13:27:59""}",,
463514,CH2CO,C2H2O,H2C=C=O,ketene,ethenone,H2C=C=O,"{""Jeff Manion""}","{""2005-12-14 18:47:25""}",,
132046538,YC2H4,C2H4Y,Y(C2H4),"",2-Ethene yttrium,Y(C2H4),"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
-1000076,C2H3FO3,C2H3FO3,C2H3FO3,"","","fluoro-1,2,3-Trioxolane","{""Vadim Knyazev""}","{""2005-09-22 14:07:49""}",,
-1000077,C2H3ClO3,C2H3ClO3,C2H3ClO3,"","","chloro-1,2,3-Trioxolane","{""Vadim Knyazev""}","{""2005-09-22 14:09:15""}",,
114045204,HN(NO2)2,HN3O4,HN(NO2)2,DA,"",Dinitraminic acid,"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
-1000078,CH3CH(O)CH2CHCH2,C5H9O,CH3CH(O(&middot;))CH2CH=CH2,"","",CH3CH(O(&middot;))CH2CH=CH2,"{""Vadim Knyazev""}","{""2005-09-22 14:42:32""}",,
-1214053,C4H9O2,C4H9O2,(&middot;)CH2CH2CH2CH2OOH,4-hydroperoxybutyl radical,"",(&middot;)CH2CH2CH2CH2OOH,"{""Jeff Manion""}","{""2005-12-15 00:01:17""}",,
100993962,AlHCH3,CH4Al,AlH(CH3),Methylaluminum hydride,Hydromethylaluminum,AlH(CH3),"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
442198041,GeH3CH2,CH5Ge,GeH3CH2*,"",Germylmethyl,GeH3CH2*,"{""Don Burgess""}","{""2004-05-17 18:45:37""}",,
-1000080,CH3CH(OH)CH2CCH2,C5H9O,CH3CH(OH)CH2C(&middot;)=CH2,"","",CH3CH(OH)CH2C(&middot;)=CH2,"{""Vadim Knyazev""}","{""2005-09-22 14:44:08""}",,
-1000081,CH3CH(OH)CHCHCH2,C5H9O,CH3CH(OH)CH(&middot;)CH=CH2,"","",CH3CH(OH)CH(&middot;)CH=CH2,"{""Vadim Knyazev""}","{""2005-09-22 14:44:26""}",,
79435760,AlHCH2,CH3Al,AlH=CH2,Methylenealuminum hydride,Hydromethylene aluminum,AlH=CH2,"{""Don Burgess""}","{""1999-01-01 12:00:00""}",,
1828893,C6H4,C6H4,m-Benzyne,"",m-Benzyne,"","{""Anatoly Tereza""}","{""2008-11-21 11:28:16.467257""}","",""
-1000082,CH3CH(O)CHCH-CH3,C5H9O,CH3CH(O(&middot;))CH=CH-CH3,"","",CH3CH(O(&middot;))CH=CH-CH3,"{""Vadim Knyazev""}","{""2005-09-22 14:50:18""}",,
-1000084,CH3CH(OH)CCHCH3,C5H9O,CH3CH(OH)C(&middot;)=CHCH3,"","",CH3CH(OH)C(&middot;)=CHCH3,"{""Vadim Knyazev""}","{""2005-09-22 14:50:52""}",,
940647,C9H10O3,C9H10O3,4-methylphenoxyacetic acid,"",4-methylphenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000085,CH3CH(OH)CHCCH3,C5H9O,CH3CH(OH)CH=C(&middot;)CH3,"","",CH3CH(OH)CH=C(&middot;)CH3,"{""Vadim Knyazev""}","{""2005-09-22 14:51:06""}",,
-1000061,C5H9O,C5H9O,cyclopentoxy radical,"",cyclopentoxy radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:11:33""}",,
1118689,(CH3)2NCH2CO2H,C4H9NO2,(CH3)2NCH2CO2H,"","","N,N-Dimethylglycine","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000062,C10H9,C10H9,1-methyl indenyl,"","",1-methyl indenyl,"{""Vadim Knyazev""}","{""2005-09-21 17:28:28""}",,
-1000063,C10H9,C10H9,1-methylene indene,"","",1-methylene indene,"{""Vadim Knyazev""}","{""2005-09-21 17:28:41""}",,
6284759,"",C6H10O4,CH3C(O)OCH(CH3)C(O)OCH3,"",Methyl 2-acetoxypropionate,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000064,C10H9,C10H9,beta-hydronaphthalene radical,"","",beta-hydronaphthalene radical,"{""Vadim Knyazev""}","{""2005-09-21 17:33:39""}",,
-1000027,CF3CF2CF2OCH2,C4H2F7O,CF3CF2CF2OCH2,"","","","{""Vadim Knyazev""}","{""2005-09-21 12:57:23""}",,
6143299,C9H12O2,C9H12O2,5-Norbornen-2-yl acetate,Bicyclo[2.2.1]hept-5-en-2-yl acetate,"",5-Norbornen-2-yl acetate,"{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
1798045,C12H16O3,C12H16O3,4-tert-butylphenoxyacetic acid,"",4-tert-butylphenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
1798114,C8H7NO5,C8H7NO5,4-nitrophenoxyacetic acid,"",4-nitrophenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
1877754,C9H10O4,C9H10O4,4-methoxyphenoxyacetic acid,"",4-methoxyphenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000067,C10H10,C10H10,2-methyl indene,"",2-methyl indene,"","{""Vadim Knyazev""}","{""2005-09-21 17:42:16""}",,
109765266,HFCN,CHFN,HFCN,"","","","{""Vadim Knyazev""}","{""2005-09-21 17:54:55""}",,
1878815,C10H10O4,C10H10O4,4-acetylphenoxyacetic acid,"",4-acetylphenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000068,FCNH,CHFN,HFCN,"","","","{""Vadim Knyazev""}","{""2005-09-21 17:55:42""}",,
-1000069,H2CN,CH2N,trans-HCNH,"","",trans-HCNH,"{""Vadim Knyazev""}","{""2005-09-21 18:00:08""}",,
1878826,C9H7NO3,C9H7NO3,4-cyanophenoxyacetic acid,"",4-cyanophenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000070,FCNH,CHFN,trans-FCNH,"","",trans-FCNH,"{""Vadim Knyazev""}","{""2005-09-21 18:01:23""}",,
124196,C9H18O,C9H18O,nonanal,"n-Nonaldehyde; n-Nonanal; n-Nonylaldehyde; Nonaldehyde; Nonanaldehyde; Nonanoic aldehyde; Nonylaldehyde; Nonylic aldehyde; Pelargonaldehyde; Pelargonic aldehyde; 1-Nonanal; Aldehyde c-9; Nci-c61018; 1-Nonaldehyde; 1-Nonyl aldehyde; C-9 Aldehyde; Nonyl aldehyde, n-; n-Nonan-1-al","",nonanal,"{""Vadim Knyazev""}","{""2005-09-22 11:59:08""}",,
1878917,C8H7BrO3,C8H7BrO3,4-bromophenoxyacetic acid,"",4-bromophenoxyacetic acid,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000071,CH3(CH2)7C(O)O2,C9H17O3,CH3(CH2)7C(O)O2,"","",CH3(CH2)7C(O)O2,"{""Vadim Knyazev""}","{""2005-09-22 12:10:04""}",,
-1000072,CH3(CH2)6CH2O,C8H17O,CH3(CH2)6CH2O,"","",CH3(CH2)6CH2O,"{""Vadim Knyazev""}","{""2005-09-22 12:14:06""}",,
2143591,C6H11O2,C6H11O2,Cyclohexyldioxyl,Cyclohexylperoxyl radicalCyclohexylperoxy radicalCyclohexyldioxy,Cyclohexyldioxyl,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000073,CH3(CH2)6CH2ONO2,C8H17NO3,CH3(CH2)6CH2ONO2,"","",CH3(CH2)6CH2ONO2,"{""Vadim Knyazev""}","{""2005-09-22 12:14:39""}",,
-1000074,CH3(CH2)7CO,C9H17O,CH3(CH2)7CO,"","",CH3(CH2)7CO,"{""Vadim Knyazev""}","{""2005-09-22 12:22:46""}",,
2524529,C8H9NO2,C8H9NO2,2-Pyridinecarboxylic acid ethyl ester,Ethyl 2-pyridinecarboxylate2-(Ethoxycarbonyl)pyridine,2-Pyridinecarboxylic acid ethyl ester,Ethyl picolinate,"{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000048,C3H5O,C3H5O,cyclopropoxy radical,"",cyclopropoxy radical,"","{""Vadim Knyazev""}","{""2005-09-21 16:48:52""}",,
-999999,HOCO,CHO2,HOCO,"",hydroxy formyl radical,hydroxy formyl radical,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000047,C3H5O,C3H5O,trans-cyclopropanol-2-yl radical,"",trans-cyclopropanol-2-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 16:57:57""}",,
-1000049,C3H5O,C3H5O,cis-cyclopropanol-2-yl radical,"",cis-cyclopropanol-2-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 16:59:05""}",,
-99969,FSCO4,CFO4S,FS(O2)OCO,FS(O2)OCO,"",FS(O2)OCO,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000050,C4H7O,C4H7O,cyclobutanol-1-yl radical,"",cyclobutanol-1-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:03:10""}",,
-1000051,C4H7O,C4H7O,trans-cyclobutanol-2-yl radical,"",trans-cyclobutanol-2-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:03:21""}",,
-10019,C2H6SBr,C2H6BrS,(CH3)2SBr,"S(CH3)2Br,BrCH3SCH3,BrCH3SCH3 radical adduct, (CH3)2SBr,BrCH3SCH3 radical,Br-S(CH3)2","",(CH3)2SBr,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000052,C4H7O,C4H7O,cis-cyclobutanol-2-yl radical,"",cis-cyclobutanol-2-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:03:31""}",,
-1000053,C4H7O,C4H7O,trans-cyclobutanol-3-yl radical,"",trans-cyclobutanol-3-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:03:42""}",,
-9999,C3H4Cl,C3H4Cl,CH2=CCl=CH2,"",2-chloroallyl radical,CH2=CCl=CH2,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000054,C4H7O,C4H7O,cis-cyclobutanol-3-yl radical,"",cis-cyclobutanol-3-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:03:53""}",,
-1000921,AlNa,AlNa,AlNa,"","",AlNa,"{""Vadim Knyazev""}","{""2008-12-08 14:07:23.371258""}","",""
-9998,C3H4Cl,C3H4Cl,CH2=C-CH2Cl,"",3-chloropropene-2-yl radical,CH2=C-CH2Cl,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000056,C5H9O,C5H9O,cyclopentanol-1-yl radical,"",cyclopentanol-1-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:10:01""}",,
-1000057,C5H9O,C5H9O,trans-cyclopentanol-2-yl radical,"",trans-cyclopentanol-2-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:10:13""}",,
-9997,C3H3Cl,C3H3Cl,CH2=C=CHCl,"",chloroallene,CH2=C=CHCl,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000058,C5H9O,C5H9O,cis-cyclopentanol-2-yl radical,"",cis-cyclopentanol-2-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:10:50""}",,
-1000059,C5H9O,C5H9O,trans-cyclopentanol-3-yl radical,"",trans-cyclopentanol-3-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:11:08""}",,
-48997,BC2,C2B,BCC,"","",BCC,"{""Jeff Hudgens""}","{""2005-08-23 09:56:15""}",,
-9996,C3H4ClO2,C3H4ClO2,C3H4ClO2,"","",2-chloroallylperoxy radical,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-9995,C2O2Cl,C2ClO2,Oxalyl chloride radical,CO(COCl),"",Oxalyl chloride radical,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
89342916,"",C3H3,CH3C≡C,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-9993,(N2O2)1000,N2000O2000,air,N2/O2 mixture,"",air,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000060,C5H9O,C5H9O,cis-cyclopentanol-3-yl radical,"",cis-cyclopentanol-3-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 17:11:22""}",,
-1000036,CHF2CF2CF2OCH3,C4H4F6O,CHF2CF2CF2OCH3,"","","","{""Vadim Knyazev""}","{""2005-09-21 13:59:31""}",,
-9991,CCl2,CCl2,CCl2 (A 1B1),CCl2 (A); CCl2 singlet,"",CCl2 (A 1B1),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000037,CF3CF2CH2OCF3,C4H2F8O,CF3CF2CH2OCF3,"","","","{""Vadim Knyazev""}","{""2005-09-21 14:01:03""}",,
-1000038,CF3CF2CHOCF3,C4HF8O,CF3CF2CH(.)OCF3,"","",CF3CF2CH(.)OCF3,"{""Vadim Knyazev""}","{""2005-09-21 14:01:27""}",,
-9990,CCl2,CCl2,CCl2 (a 3B1),"CCl2 (a), CCl2 triplet","",CCl2 (a 3B1),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000039,CHF2CF2CH2OCF2CHF2,C5H4F8O,CHF2CF2CH2OCF2CHF2,"","","","{""Vadim Knyazev""}","{""2005-09-21 14:03:45""}",,
-1000040,CHF2CF2CF2CF2CH2OCH3,C6H6F8O,CHF2CF2CF2CF2CH2OCH3,"","","","{""Vadim Knyazev""}","{""2005-09-21 14:09:10""}",,
-9982,F2CO5S,CF2O5S,FC(O)OO(O2)SF,"","",FC(O)OO(O2)SF,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-9979,CH3CHOCH2CH3,C4H9O,2-C4H9O(A),2-C4H9O(A) state,"",2-C4H9O(A),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-24353,CH3C(O)OCH2OCH3,C4H8O3,methoxy methylacetate,"","",methoxy methylacetate,"{""Dean Atkinson""}","{""2005-11-11 13:54:02""}",,
-1212051,CH,CH,CH(X^2 Pi),ground state methylidyne,"",CH(X^2 Pi),"{""Jeff Manion""}","{""2005-12-12 09:24:34""}",,
-9968,NCNO,CN2O,"NCNO(Ev~10,000 cm-1)","","","NCNO(Ev~10,000 cm-1)","{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000043,CH3CHCH2CH2CHOH,C5H10O,CH3CHCH2CH2CH(.)OH,"","",CH3CHCH2CH2CH(.)OH,"{""Vadim Knyazev""}","{""2005-09-21 16:32:37""}",,
-1212055,C4H9O3,C4H9O3,(CH3)2C(OH)CH2O2&middot;,"beta-hydroxy(methyl)propylperoxy radical, 2-methyl-2-hydroxypropylperoxy radical",2-methyl-2-hydroxypropylperoxy radical,(CH3)2C(OH)CH2O2&middot;,"{""Jeff Manion""}","{""2005-12-12 23:40:13""}",,
-9959,OH,HO,OH(v=1),"","",OH(v=1),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000045,CH3CH2CHCH2CH2OH,C5H11O,CH3CH2CH(.)CH2CH2OH,"","",CH3CH2CH(.)CH2CH2OH,"{""Vadim Knyazev""}","{""2005-09-21 16:37:55""}",,
-9958,OH,HO,OH(v=2),"","",OH(v=2),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000046,C3H5O,C3H5O,cyclopropanol-1-yl radical,"",cyclopropanol-1-yl radical,"","{""Vadim Knyazev""}","{""2005-09-21 16:47:02""}",,
-1214056,C4H9O2,C4H9O2,CH3CH(&middot;)CH2CH2OOH,"4-hydroperoxybut-2-yl radical, 4-hydroperoxy-2-butyl radical","",CH3CH(&middot;)CH2CH2OOH,"{""Jeff Manion""}","{""2005-12-15 00:30:31""}",,
-591935,C5H7,C5H7,Pentadienyl radical,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000022,C4H8(OH)O2,C4H9O3,i-C4H8(OH)O2,hydroxyalkylperoxy radical derived from i-C4H8,"",i-C4H8(OH)O2,"{""Vadim Knyazev""}","{""2005-09-20 17:24:53""}",,
-1000023,C4H6(OH)O2,C4H7O3,"1,3-C4H6(OH)O2","hydroxyalkylperoxy radical derived from 1,3-C4H6","","1,3-C4H6(OH)O2","{""Vadim Knyazev""}","{""2005-09-20 17:26:36""}",,
-591765,CH3CH(CH3)C4H9,C7H16,2-methylhexyl radical,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000024,C5H8(OH)O2,C5H9O3,C5H8(OH)O2,hydroxyalkylperoxy radical derived from isoprene,"",C5H8(OH)O2,"{""Vadim Knyazev""}","{""2005-09-20 17:28:35""}",,
-1000025,S,S,S(1D),Singlet S atom,"",S(1D),"{""Vadim Knyazev""}","{""2005-09-20 18:16:33""}",,
-591764,(CH3)2CHC4H9,C7H16,2-methylexyl radical,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1214055,C3H7O2,C3H7O2,(&middot;)CH2CH2CH2OOH,"3-hydroperoxyprop-1-yl radical, 3-hydroperoxy-1-propyl radical","",(&middot;)CH2CH2CH2OOH,"{""Jeff Manion""}","{""2005-12-15 00:25:03""}",,
-422021,CH3CHOCH2CH3,C4H9O,CH3CHOCH2CH3,2-butoxy,,,{NULL},"{""1999-01-01 12:00:00""}",,
76426523,C14H30,C14H30,"2,4,4,5,5,7-hexamethyloctane","","2,4,4,5,5,7-hexamethyloctane","","{""Vadim Knyazev""}","{""2005-09-20 19:41:24""}",,
-9957,OH,HO,OH(v=3),"","",OH(v=3),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-9956,OH,HO,OH(v=4),"","",OH(v=4),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-9949,SO2,O2S,(16O232S),"",Sulfur dioxide (32S16O2),(16O232S),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-110861,C5H5NOH,C5H6NO,n-hydroxypyridyl radical,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-8888,CF,CF,"CF (A 2Sigma+, v=0)","","","CF (A 2Sigma+, v=0)","{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-8887,CF,CF,"CF (A 2Sigma+, v=1)","","","CF (A 2Sigma+, v=1)","{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-10000011,FCNO,CFNO,FCNO,"","",FCNO,"{""Eric Chai""}","{""2007-07-11 15:11:39.3596""}",,
-100000,C7H8O,C7H8O,"toluene-1,2-oxide 3/2-methyloxepin","",,,{NULL},"{""1999-01-01 12:00:00""}",,
-9999938,C5H9NO4,C5H9NO4,CH2=C(CH3)CH(OH)CH2ONO2,"","",CH2=C(CH3)CH(OH)CH2ONO2,"{""Anatoly Tereza""}","{""2008-05-06 16:13:07.623534""}",,
-9999652,C6H13NO,C6H13NO,CHOCH2N(C2H5)2,"","",CHOCH2N(C2H5)2,"{""Anatoly Tereza""}","{""2008-12-31 16:18:38.026248""}","",""
115408736,"",CFO3,FC(O)OO,FC(O)O2,"","","{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000030,CHF2OCF2CF2OCF2,C4HF8O2,CHF2OCF2CF2OCF2,"","","","{""Vadim Knyazev""}","{""2005-09-21 13:42:35""}",,
-1000031,CHF2CH2OCF3,C3H3F5O,CHF2CH2OCF3,"","","","{""Vadim Knyazev""}","{""2005-09-21 13:48:25""}",,
-99,Cl,Cl,Cl(2P3/2),"","",Cl(2P3/2),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000032,CF3CHOCF3,C3HF6O,CF3CHOCF3,"","","","{""Vadim Knyazev""}","{""2005-09-21 13:51:42""}",,
-1000033,CF3CFOCF3,C3F7O,CF3CF(.)OCF3,"","",CF3CF(.)OCF3,"{""Vadim Knyazev""}","{""2005-09-21 13:55:27""}",,
-98,Cl,Cl,Cl(2P1/2),"","",Cl(2P1/2),"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000034,CHF2CF2CH2OCH3,C4H6F4O,CHF2CF2CH2OCH3,"","","","{""Vadim Knyazev""}","{""2005-09-21 13:57:13""}",,
-1000035,CF3CF2CH2OCH3,C4H5F5O,CF3CF2CH2OCH3,"","","","{""Vadim Knyazev""}","{""2005-09-21 13:58:12""}",,
-79016,CHClBrCCl2,C2HBrCl3,Bromo-tetrachloro-ethyl radical,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
107868,(CH3)2C=CHCHO,C5H8O,(CH3)2C=CHCHO,"2-Butenal, 3-methyl-; Crotonaldehyde, 3-methyl-; ?-Methylcrotonaldehyde; ?,?-Dimethylacrolein; Prenal; Senecialdehyde; Senecioaldehyde; 3-Methylcrotonaldehyde; 3,3-Dimethylacrolein; 3-methyl-2-butenal (prenal)",3-methyl-2-butenal,3-methyl-2-butenal,"{""Vadim Knyazev""}","{""2005-09-19 20:13:15""}",,
78812541,GeH2O,H2GeO,GeH2O,"","","","{""Vadim Knyazev""}","{""2005-09-19 20:49:04""}",,
79378,C2Cl2O2,C2Cl2O2,(COCl)2,Ethanedioyl dichloride; Ethanedioyl chloride; Oxalic acid dichloride; Oxalic dichloride; Oxaloyl chloride; Oxalyl dichloride; (COCl)2,Oxalyl chloride,(COCl)2,"{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000008,C5H8N2O,C5H8N2O,cy-C5H8N2O,"","",cy-C5H8N2O,"{""Vadim Knyazev""}","{""2005-09-20 12:23:13""}",,
-1000007,CH3CHNHO,C2H5NO,CH3CHNHO,"","",C-methyl nitrone,"{""Vadim Knyazev""}","{""2005-09-20 12:28:47""}",,
-78795,C5H8OH,C5H9O,hydroxy-isoprene,"",,,{NULL},"{""1999-01-01 12:00:00""}",,
-1000009,FNCO,CFNO,FNCO,"","","","{""Vadim Knyazev""}","{""2005-09-20 13:09:46""}",,
-1000010,FOCN,CFNO,FOCN,"","","","{""Vadim Knyazev""}","{""2005-09-20 13:10:19""}",,
513882,C3H4Cl2O,C3H4Cl2O,"1,1-Dichloroacetone","Dichloromethyl methyl ketone; 1,1-Dichloro-2-propanone; 1,1-Dichloroacetone; DCP; 1,1-Dichloropropanone","2-Propanone, 1,1-dichloro-","1,1-Dichloroacetone","{""Jeff Hudgens""}","{""1999-01-01 12:00:00""}",,
-1000011,FNCS,CFNS,FNCS,"","","","{""Vadim Knyazev""}","{""2005-09-20 13:10:33""}",,
-1000012,FSCN,CFNS,FSCN,"","","","{""Vadim Knyazev""}","{""2005-09-20 13:10:45""}",,
-1000013,FNCSe,CFNSe,FNCSe,"","","","{""Vadim Knyazev""}","{""2005-09-20 13:10:59""}",,
-1000014,FSeCN,CFNSe,FSeCN,"","","","{""Vadim Knyazev""}","{""2005-09-20 13:11:14""}",,
-40104,C16H12N2O2,C16H12N2O2,3-(4-methoxybenzoyl)cinnoline,"",3-(4-methoxybenzoyl)cinnoline,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000015,HCN2,CHN2,c-HCN2,diazirinyl radical,"",c-HCN2,"{""Vadim Knyazev""}","{""2005-09-20 13:36:59""}",,
-1000016,HCN,CHN,(3)HCN,triplet HCN,"",(3)HCN,"{""Vadim Knyazev""}","{""2005-09-20 15:39:49""}",,
-40103,C16H12N2O,C16H12N2O,3-(4-methylbenzoyl)cinnoline,"",3-(4-methylbenzoyl)cinnoline,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
-1000017,C2H2,C2H2,(3)C2H2,triplet C2H2,"",(3)C2H2,"{""Vadim Knyazev""}","{""2005-09-20 15:43:44""}",,
-1000018,NH,HN,(3)NH,triplet NH,"",(3)NH,"{""Vadim Knyazev""}","{""2005-09-20 15:44:14""}",,
-40102,C15H9ClN2O,C15H9ClN2O,3-(4-chlorobenzoyl)cinnoline,"",3-(4-chlorobenzoyl)cinnoline,"","{""Jeff Manion""}","{""1999-01-01 12:00:00""}",,
382343,CF3CHFCF2OCH3,C4H4F6O,CF3CHFCF2OCH3,"","1,1,2,3,3,3-Hexafluoropropyl methyl ether","1,1,2,3,3,3-Hexafluoropropyl methyl ether","{""Vadim Knyazev""}","{""2005-09-20 16:45:42""}",,
-1000019,C3H6(OH)O2,C3H7O3,C3H6(OH)O2,hydroxyalkylperoxy radical derived from C3H6,"","","{""Vadim Knyazev""}","{""2005-09-20 17:19:25""}",,
